,C1,C2,C3,GFP1,GFP2,GFP3,YAF1,YAF2,YAF3
ENSG00000116726.5,2,0,0,0,0,0,0,2,0
ENSG00000116721.9,2,0,1,0,0,0,7,4,0
ENSG00000228338.1,0,0,0,0,0,0,0,0,0
ENSG00000239810.3,0,0,0,0,0,0,0,0,0
ENSG00000231103.2,0,0,0,0,0,0,0,0,0
ENSG00000179172.10,18,8,7,7,12,1,13,16,17
ENSG00000120952.4,0,0,0,0,2,0,0,2,0
ENSG00000243073.4,0,0,0,0,0,0,0,0,0
ENSG00000187545.5,0,0,0,0,0,0,0,0,0
ENSG00000204510.6,0,0,0,0,0,0,0,0,0
ENSG00000207434.1,0,0,0,0,0,0,0,0,0
ENSG00000234064.1,0,0,0,0,0,0,0,0,0
ENSG00000232423.6,0,0,0,0,0,0,2,0,0
ENSG00000274178.2,0,0,0,0,0,0,0,0,0
ENSG00000274764.6,0,0,0,0,0,0,0,0,0
ENSG00000277058.3,0,0,0,0,0,0,0,0,0
ENSG00000229571.7,0,0,0,0,0,0,0,0,0
ENSG00000277862.1,0,0,0,0,0,0,0,0,0
ENSG00000236179.1,0,0,0,0,0,0,0,0,0
ENSG00000275774.3,12,6,4,6,6,1,3,9,8
ENSG00000229978.2,0,0,0,0,0,0,0,0,0
ENSG00000290772.1,0,0,0,0,0,0,0,0,0
ENSG00000233336.1,0,0,0,0,0,0,0,0,0
ENSG00000280267.6,0,0,0,0,0,0,0,0,0
ENSG00000179412.11,6,3,1,2,7,0,8,5,7
ENSG00000204505.5,0,0,0,0,0,0,0,0,0
ENSG00000279169.3,0,0,0,1,0,0,0,0,0
ENSG00000279804.3,0,0,0,0,0,0,0,0,0
ENSG00000250894.1,0,0,0,0,0,0,0,0,0
ENSG00000270601.5,0,0,0,0,0,0,0,0,0
ENSG00000231219.1,0,0,0,0,0,0,0,0,0
ENSG00000207511.1,0,0,0,0,0,0,0,0,0
ENSG00000182330.11,0,2,0,0,0,0,0,0,0
ENSG00000237700.2,0,0,0,0,0,0,0,0,0
ENSG00000204501.7,0,0,0,0,0,0,0,0,0
ENSG00000228229.2,0,0,0,0,0,0,0,0,0
ENSG00000204481.8,0,0,0,0,0,0,0,0,0
ENSG00000204480.9,0,0,0,0,0,0,0,0,0
ENSG00000204479.4,1,0,0,0,0,0,0,0,0
ENSG00000204478.11,0,0,0,0,0,0,0,0,0
ENSG00000162494.6,0,1,0,0,0,2,7,4,0
ENSG00000259961.1,0,0,0,0,0,0,0,0,0
ENSG00000215909.3,0,0,0,0,0,0,0,0,0
ENSG00000162493.17,2039,1405,1148,1112,1392,768,765,734,312
ENSG00000222952.1,0,2,0,0,0,0,0,0,0
ENSG00000237445.2,0,0,0,0,0,0,0,0,0
ENSG00000253085.1,0,0,0,0,0,0,0,0,0
ENSG00000116731.23,5428,3970,2822,3281,3336,2588,4792,4670,1597
ENSG00000289380.1,83,68,54,59,65,44,82,72,46
ENSG00000189337.17,1835,1539,1138,1115,852,807,4720,4622,1778
ENSG00000252151.1,0,0,0,0,0,0,0,0,0
ENSG00000231606.2,2,2,6,5,0,1,6,8,0
ENSG00000234593.3,7,6,0,4,6,1,51,23,5
ENSG00000235829.1,83,61,52,31,18,39,293,255,65
ENSG00000287756.1,194,180,131,122,60,68,539,601,336
ENSG00000175147.13,34,37,11,21,23,16,319,397,148
ENSG00000171729.14,466,487,317,293,570,291,2629,2306,1067
ENSG00000204464.7,37,20,14,11,37,13,163,190,112
ENSG00000215720.4,43,19,18,17,25,11,154,161,94
ENSG00000278480.1,3,2,0,2,4,2,32,40,12
ENSG00000142621.21,97,72,59,49,63,50,348,381,131
ENSG00000233485.1,88,62,69,33,34,30,264,233,58
ENSG00000236045.1,21,18,18,23,0,8,66,55,19
ENSG00000228140.2,26,27,22,15,17,10,118,80,38
ENSG00000142634.13,8798,7684,5118,5212,4898,3791,19734,18275,11760
ENSG00000162438.12,16,17,12,16,8,18,32,60,35
ENSG00000142615.8,11,2,4,4,8,6,17,20,17
ENSG00000215704.10,29,17,28,20,16,14,57,42,23
ENSG00000132906.18,918,842,598,699,660,523,1159,1125,743
ENSG00000116138.13,3346,2439,1731,1842,1798,1513,2641,2525,1047
ENSG00000251866.1,8,6,3,7,5,8,13,14,4
ENSG00000272510.1,18,7,8,8,12,3,17,12,1
ENSG00000116771.6,65,68,43,47,51,30,121,117,73
ENSG00000237301.1,10,4,15,8,10,2,29,26,11
ENSG00000235084.3,69,62,54,50,66,28,100,48,76
ENSG00000252417.1,0,0,0,0,0,0,0,0,2
ENSG00000236500.1,0,0,0,0,0,0,2,0,0
ENSG00000197312.12,3378,2420,1568,2213,2169,1746,3262,3442,1448
ENSG00000215695.2,8,8,9,6,10,8,14,17,5
ENSG00000271742.1,3,0,0,0,1,0,0,1,0
ENSG00000116786.13,6787,5521,3745,4813,5507,3467,4572,4674,2288
ENSG00000237938.5,123,93,61,61,36,34,87,63,22
ENSG00000162461.8,51,63,39,64,57,49,98,111,47
ENSG00000224459.2,5,7,4,7,8,3,37,49,32
ENSG00000162460.7,9,5,4,8,14,10,64,78,59
ENSG00000162458.13,4185,3298,2483,2583,2959,1975,5888,5788,2737
ENSG00000224321.1,19,29,8,79,141,46,63,58,20
ENSG00000233954.7,92,113,62,85,54,36,128,150,84
ENSG00000178715.8,42,46,12,17,19,19,28,29,39
ENSG00000179743.4,388,316,210,219,180,170,370,359,178
ENSG00000065526.13,12740,9070,6593,8725,8251,6283,11145,12747,3930
ENSG00000270620.1,18,8,4,18,7,8,27,31,3
ENSG00000116809.12,1941,1691,1211,2047,2559,1423,1926,2072,1144
ENSG00000234607.2,50,43,48,20,28,22,49,56,12
ENSG00000231353.1,0,0,0,0,0,0,0,0,0
ENSG00000275503.1,1,0,0,0,0,0,0,0,0
ENSG00000224966.4,0,0,0,0,2,0,0,0,4
ENSG00000183888.4,1,0,0,0,2,0,0,0,6
ENSG00000233078.1,0,0,0,0,0,0,0,0,0
ENSG00000173641.18,47,28,25,30,23,16,47,70,31
ENSG00000186510.12,30,24,23,38,33,24,110,115,43
ENSG00000232456.1,4,5,2,3,5,0,10,11,17
ENSG00000184908.20,4,4,2,5,8,2,63,27,26
ENSG00000185519.9,73,58,25,54,83,55,413,414,200
ENSG00000142627.13,9255,8346,5375,6978,12619,5551,25958,25408,14395
ENSG00000227959.2,212,185,117,102,132,100,670,759,395
ENSG00000224621.1,48,36,18,30,33,47,192,194,109
ENSG00000234166.1,0,0,0,0,0,0,0,0,0
ENSG00000142632.17,17,24,6,20,14,7,36,47,23
ENSG00000291077.1,4,0,0,2,4,4,6,11,2
ENSG00000237276.10,23,18,8,11,32,13,34,57,19
ENSG00000288398.1,477,411,287,379,434,295,537,608,311
ENSG00000132881.12,234,234,134,247,243,165,309,366,178
ENSG00000233929.1,19,22,12,12,22,13,43,50,70
ENSG00000037637.11,3241,2517,1843,2113,2302,1651,2816,2979,1417
ENSG00000055070.17,10936,9567,6108,6414,8041,5091,10359,10473,6040
ENSG00000226457.1,68,76,45,45,49,44,76,70,12
ENSG00000187144.11,38,71,30,49,49,41,86,94,65
ENSG00000157191.20,2735,2295,1591,1660,1865,1263,2523,2449,1437
ENSG00000226029.1,371,254,238,232,168,196,269,311,208
ENSG00000290842.1,699,432,440,359,205,257,434,507,186
ENSG00000080947.16,101,104,63,53,27,54,79,68,65
ENSG00000206652.1,144,129,58,100,130,59,196,217,80
ENSG00000261135.1,6,6,0,4,2,2,2,2,1
ENSG00000285853.1,0,8,1,0,1,1,2,0,0
ENSG00000224174.2,0,0,0,0,0,0,0,0,0
ENSG00000233421.5,8,2,2,2,10,2,6,14,0
ENSG00000277344.1,0,0,0,0,0,0,0,0,0
ENSG00000225710.1,11,1,3,5,7,2,7,7,3
ENSG00000219481.11,2505,1908,1321,1892,2163,1442,2542,2657,1385
ENSG00000271732.1,40,23,22,34,23,15,32,39,11
ENSG00000291072.1,510,363,277,427,448,395,449,525,271
ENSG00000215908.12,170,241,134,159,105,110,207,342,183
ENSG00000283773.1,0,0,0,0,0,0,0,0,0
ENSG00000186301.8,245,184,116,159,76,128,301,363,180
ENSG00000282143.1,0,0,0,0,0,0,2,3,3
ENSG00000207513.1,6,5,4,2,7,2,15,14,10
ENSG00000280114.1,20,9,7,6,5,2,37,33,6
ENSG00000236698.1,94,76,61,67,99,50,149,133,64
ENSG00000290849.1,1,0,0,1,0,0,8,6,0
ENSG00000268869.7,27,15,19,10,19,9,89,94,69
ENSG00000279151.1,3,2,0,0,0,0,4,2,0
ENSG00000282740.1,0,0,0,0,0,0,0,0,2
ENSG00000058453.17,1596,1583,1185,1152,661,859,1917,2387,1635
ENSG00000290850.1,0,0,0,0,0,0,0,0,0
ENSG00000207389.1,6,10,4,5,16,8,13,17,1
ENSG00000227684.3,0,1,1,0,0,0,1,1,0
ENSG00000290851.1,33,26,16,20,9,9,43,38,8
ENSG00000186715.12,0,0,0,0,0,0,0,0,0
ENSG00000223643.6,0,0,0,0,0,0,0,0,0
ENSG00000230239.1,0,0,0,1,0,0,0,1,0
ENSG00000263811.1,0,0,0,0,0,0,2,0,0
ENSG00000228549.5,6,5,2,6,6,2,13,15,8
ENSG00000277234.1,0,0,0,0,0,0,0,0,0
ENSG00000238142.4,8,1,2,2,4,2,4,4,2
ENSG00000235241.1,1,0,1,0,0,0,0,0,0
ENSG00000207005.1,159,148,72,108,122,66,209,198,141
ENSG00000272426.1,38,30,22,18,27,4,25,12,16
ENSG00000290122.1,39,47,17,16,10,11,36,38,15
ENSG00000117122.14,15,20,9,19,46,7,21,36,19
ENSG00000286898.1,1,5,0,2,8,2,2,4,4
ENSG00000226526.1,4,4,2,7,3,1,5,4,9
ENSG00000159363.19,5272,4454,3031,2926,3796,2161,6914,7249,3749
ENSG00000288636.1,0,0,0,0,0,0,0,0,0
ENSG00000117118.10,3635,3021,2021,2359,3184,1924,5551,4740,3831
ENSG00000117115.13,383,220,184,141,110,113,8681,9504,3668
ENSG00000204362.6,380,297,199,136,143,132,733,840,312
ENSG00000282843.1,23,17,11,5,7,5,51,44,21
ENSG00000142623.11,120,100,98,106,137,97,1347,1334,674
ENSG00000142619.4,85,66,58,46,45,32,5594,5873,2536
ENSG00000266634.1,0,0,0,0,0,0,22,38,3
ENSG00000159339.13,1,2,0,3,1,0,1066,1117,454
ENSG00000276747.1,6,2,0,1,1,4,27,45,17
ENSG00000227751.1,0,0,0,0,0,0,0,0,0
ENSG00000179051.14,22362,17739,12469,12506,14217,9804,15104,15657,6437
ENSG00000290096.1,123,148,89,81,54,67,122,146,50
ENSG00000074964.17,4109,3826,2640,2381,2286,1771,3472,3838,2172
ENSG00000236648.2,0,0,0,0,0,0,1,3,0
ENSG00000117148.8,6,3,0,2,4,0,83,97,20
ENSG00000284653.1,0,0,0,0,0,0,0,2,0
ENSG00000261781.1,0,0,2,0,0,0,0,2,0
ENSG00000117154.12,0,0,0,0,0,0,2,4,4
ENSG00000280222.1,0,0,0,0,0,0,12,10,4
ENSG00000230035.2,0,0,0,0,0,0,7,2,0
ENSG00000225387.1,0,0,0,0,0,0,0,4,0
ENSG00000179023.9,8,8,4,20,20,2,228,180,58
ENSG00000235282.3,0,0,0,0,0,0,2,1,0
ENSG00000225478.2,0,0,0,0,0,0,0,0,0
ENSG00000009709.12,2,0,0,0,0,0,6,4,1
ENSG00000179002.6,0,3,0,5,4,0,4,0,2
ENSG00000159423.17,908,866,551,661,576,479,1368,1498,887
ENSG00000265606.1,0,0,0,0,0,0,0,0,0
ENSG00000221662.1,2,11,1,1,7,3,4,11,6
ENSG00000169991.11,44434,34524,25567,21360,28720,16391,12963,14067,5818
ENSG00000272084.1,180,159,100,130,100,107,188,264,148
ENSG00000127481.15,46277,33640,25407,28857,26875,22001,40743,42719,15512
ENSG00000230424.3,41,26,24,35,26,27,44,39,23
ENSG00000127463.16,10074,7779,5396,5675,5877,3994,9326,9211,4818
ENSG00000053372.5,2557,2225,1458,1964,3157,1502,3495,3455,2171
ENSG00000286064.1,38,25,19,23,49,51,64,63,12
ENSG00000211454.16,33,42,28,36,26,27,70,58,32
ENSG00000162482.5,98,74,64,93,30,47,112,125,49
ENSG00000270728.1,191,148,96,108,67,54,162,148,30
ENSG00000053371.13,3119,2736,1900,1891,1773,1290,2856,2671,1809
ENSG00000200403.1,44,16,27,21,18,15,26,30,13
ENSG00000040487.13,1545,1373,1000,1129,1367,866,1949,2063,1138
ENSG00000077549.19,11795,9604,6564,7044,7560,5289,12496,11970,6776
ENSG00000240490.3,3,7,2,15,16,8,13,5,5
ENSG00000173436.15,376,309,235,218,183,172,310,330,235
ENSG00000201609.1,0,0,0,0,0,2,0,0,0
ENSG00000235185.1,3,0,3,5,2,0,7,5,2
ENSG00000158747.15,19,16,19,28,25,18,121,132,84
ENSG00000270136.6,7,0,2,3,5,4,3,5,0
ENSG00000226396.1,63,59,44,53,62,56,95,88,56
ENSG00000158748.4,8,12,12,11,7,8,68,58,30
ENSG00000162542.14,891,683,573,513,657,491,1465,1559,757
ENSG00000178828.7,0,0,0,0,0,0,2,0,0
ENSG00000235434.1,0,0,0,0,0,0,0,0,0
ENSG00000169914.6,1638,1300,917,1403,1058,1042,2480,2490,1035
ENSG00000188784.4,0,4,0,8,0,4,1,5,0
ENSG00000242688.3,0,0,0,0,0,0,0,0,0
ENSG00000188257.12,0,0,0,0,0,0,8,8,0
ENSG00000127472.11,0,2,0,0,0,0,22,12,4
ENSG00000117215.15,2,0,0,0,4,0,2,0,2
ENSG00000158786.5,0,0,0,0,0,2,0,0,0
ENSG00000227066.2,0,0,0,0,0,0,2,4,4
ENSG00000187980.7,0,0,0,0,0,0,2,0,0
ENSG00000162543.6,0,0,0,0,0,0,18,6,8
ENSG00000228105.2,0,0,0,0,0,0,0,0,0
ENSG00000284710.1,0,0,0,0,0,0,2,0,0
ENSG00000158816.16,0,2,0,2,2,0,66,70,6
ENSG00000226664.1,0,0,0,0,0,0,5,4,0
ENSG00000236963.9,3,3,2,2,6,2,81,62,14
ENSG00000226487.1,0,0,0,0,0,0,0,3,0
ENSG00000284641.1,2,0,2,3,0,0,1,3,0
ENSG00000284743.1,0,0,0,0,0,0,2,1,2
ENSG00000162545.6,667,447,375,316,320,223,1668,1471,929
ENSG00000289402.2,2,1,0,0,2,0,20,23,18
ENSG00000090432.7,2218,1777,1098,1496,1898,1214,2182,2118,1152
ENSG00000215520.3,0,0,0,0,0,0,0,0,2
ENSG00000183114.8,18,16,20,12,12,8,350,336,132
ENSG00000158825.6,6,6,2,0,2,2,496,466,224
ENSG00000158828.8,1194,1028,670,697,682,519,2069,1870,842
ENSG00000284005.1,0,0,0,0,0,0,0,0,0
ENSG00000117242.7,436,276,186,175,128,147,388,370,181
ENSG00000244038.11,15163,11741,8120,8169,8090,6321,15259,14769,6548
ENSG00000117245.13,85,81,50,85,132,89,251,263,139
ENSG00000235432.1,0,0,2,0,0,0,4,5,8
ENSG00000189410.12,203,201,141,217,337,218,775,740,470
ENSG00000233069.1,9,12,4,8,29,6,26,26,13
ENSG00000127483.19,19073,13796,10012,11051,9516,8884,15842,15352,7934
ENSG00000075151.24,10791,7658,5735,6563,4637,4740,10313,10426,3800
ENSG00000251914.1,17,4,7,5,3,3,9,6,0
ENSG00000221808.1,4,12,11,3,4,14,7,23,16
ENSG00000233072.1,33,40,24,35,11,18,39,63,23
ENSG00000236073.2,22,25,20,12,8,16,22,22,14
ENSG00000235112.1,170,120,143,82,63,80,213,236,81
ENSG00000287192.1,10,6,2,3,10,2,17,17,2
ENSG00000117298.16,21533,17044,12192,10190,12027,7479,17339,17530,6215
ENSG00000236936.1,98,69,69,59,75,59,126,107,41
ENSG00000231105.2,140,122,110,69,95,77,216,280,88
ENSG00000236216.5,2,0,2,0,0,0,2,0,0
ENSG00000228823.1,4,0,0,0,2,0,4,0,2
ENSG00000236009.1,0,0,0,0,0,0,0,0,0
ENSG00000227001.3,30,14,11,25,24,11,11,26,11
ENSG00000187952.9,32,40,22,23,6,16,27,32,14
ENSG00000186543.7,0,0,0,0,0,0,2,0,0
ENSG00000142794.19,496,299,281,344,497,257,493,533,300
ENSG00000176378.8,18,12,12,12,17,7,20,17,8
ENSG00000162551.14,0,4,0,14,0,6,119,112,32
ENSG00000289715.1,0,0,0,0,0,0,2,2,1
ENSG00000233431.1,0,0,0,0,0,0,7,4,0
ENSG00000076864.21,45,53,33,59,66,55,391,464,127
ENSG00000090686.16,8117,5717,4564,4709,4034,3643,6631,6129,3401
ENSG00000231978.2,44,34,21,10,12,15,26,38,6
ENSG00000187942.12,10,5,6,15,4,7,26,18,25
ENSG00000142798.20,8835,7071,5006,4404,2521,3170,11160,12176,4564
ENSG00000232037.3,10,15,18,8,9,5,8,18,6
ENSG00000283234.1,0,0,0,0,0,0,6,5,0
ENSG00000219073.8,0,0,0,0,0,0,0,0,0
ENSG00000285959.1,0,0,0,0,0,0,0,0,0
ENSG00000273610.1,0,0,0,0,0,0,0,0,0
ENSG00000201919.1,0,0,0,0,0,0,0,0,0
ENSG00000142789.20,0,0,0,0,0,0,0,0,0
ENSG00000278124.1,0,0,0,0,0,0,0,0,0
ENSG00000201273.1,0,0,0,0,0,0,0,0,0
ENSG00000228397.3,3,0,2,0,3,1,2,3,0
ENSG00000218510.9,148,118,84,74,57,68,85,97,50
ENSG00000289694.1,0,0,0,0,0,0,0,0,0
ENSG00000285752.1,88,63,74,61,42,50,73,89,39
ENSG00000285794.1,0,0,0,0,0,0,0,0,0
ENSG00000070831.18,4081,2845,2482,2153,2282,2114,3729,4219,2162
ENSG00000230068.2,164,95,87,62,73,66,116,157,59
ENSG00000271428.1,111,73,63,75,70,60,115,120,38
ENSG00000162552.15,302,240,216,245,255,206,563,653,285
ENSG00000285873.1,29,26,21,46,36,55,43,71,13
ENSG00000266564.1,0,0,0,0,0,0,1,0,0
ENSG00000234397.3,0,0,0,0,0,0,1,2,0
ENSG00000279625.1,0,0,0,0,0,0,0,0,0
ENSG00000184677.18,4099,3230,2375,3358,3386,2362,3042,3277,1227
ENSG00000237200.1,34,26,22,31,28,24,23,32,15
ENSG00000070886.12,0,0,0,0,1,6,2,4,0
ENSG00000276835.2,0,0,0,0,0,0,0,0,0
ENSG00000173372.18,0,0,0,0,0,0,0,0,0
ENSG00000289692.1,0,0,0,0,0,0,0,0,0
ENSG00000159189.13,0,0,0,0,0,0,0,2,2
ENSG00000173369.18,0,3,0,0,0,2,0,2,0
ENSG00000133216.17,5709,4227,3107,3022,3773,2165,10416,10295,3963
ENSG00000265422.1,4,1,3,2,0,0,3,7,2
ENSG00000225952.1,51,13,23,15,27,21,52,78,44
ENSG00000264014.1,4,0,1,0,2,1,2,3,5
ENSG00000215906.9,0,0,0,1,2,0,1,1,0
ENSG00000227868.7,9,7,7,3,13,7,8,6,5
ENSG00000004487.18,7604,5997,3996,4790,5388,3664,7461,7546,3719
ENSG00000240553.1,53,47,43,31,33,26,47,34,32
ENSG00000263793.1,4,4,6,0,5,0,8,3,2
ENSG00000266802.1,18,17,3,9,13,10,17,20,11
ENSG00000169641.15,5825,3904,3044,3358,4120,2612,5502,5216,2087
ENSG00000229010.1,38,69,32,39,36,55,52,83,59
ENSG00000206935.1,28,39,26,21,29,12,34,33,7
ENSG00000252578.1,24,34,19,25,25,16,24,27,8
ENSG00000289014.1,60,71,43,55,57,62,94,117,87
ENSG00000179546.5,107,71,62,90,151,50,485,389,162
ENSG00000215381.3,0,4,0,2,2,4,2,7,4
ENSG00000261326.4,2120,1713,1325,1046,899,992,1932,1762,902
ENSG00000284726.1,520,372,264,275,208,249,449,358,466
ENSG00000125944.21,16533,11747,8879,10103,10532,7758,14357,12956,6001
ENSG00000125945.15,8334,6124,4632,4833,4382,3513,2699,2400,1115
ENSG00000249087.9,298,256,225,157,124,119,172,154,67
ENSG00000201405.1,0,0,0,0,0,0,0,0,0
ENSG00000271420.1,23,12,10,8,12,11,17,16,16
ENSG00000204219.11,150,80,81,114,79,83,192,199,100
ENSG00000232482.2,14,10,5,3,6,1,26,9,7
ENSG00000088280.20,2466,2019,1444,1657,1195,1368,2800,3024,1326
ENSG00000007968.7,1621,1529,982,1174,1574,895,1838,1852,976
ENSG00000235052.1,8,11,6,16,18,23,37,27,14
ENSG00000117318.9,18515,17589,11427,14001,15916,10618,5193,5190,3704
ENSG00000285802.1,12,11,0,9,9,6,14,17,2
ENSG00000197880.10,2,3,1,0,4,1,7,1,1
ENSG00000229239.2,0,0,0,0,0,0,0,0,0
ENSG00000142676.14,7027,5802,3756,4958,4356,2604,10236,10945,4114
ENSG00000236810.8,328,225,185,174,154,119,300,393,107
ENSG00000011007.13,5753,4204,2999,3619,4060,2740,4177,4340,1700
ENSG00000057757.10,3717,2713,1943,2405,2453,1776,3042,2735,1593
ENSG00000289835.1,56,36,13,14,4,19,21,35,20
ENSG00000011009.11,2717,2547,1719,1768,1912,1460,2771,2933,1534
ENSG00000117308.15,2051,1673,1211,1432,1622,1228,2361,2211,1092
ENSG00000117305.15,1220,1021,698,803,729,648,1010,952,555
ENSG00000179163.12,1128,846,606,510,390,442,1822,1784,1202
ENSG00000188822.8,0,8,0,2,2,4,4,3,2
ENSG00000229106.1,8,4,4,2,6,0,12,2,2
ENSG00000232557.3,0,0,0,0,0,0,1,2,1
ENSG00000264926.1,0,0,0,0,0,0,0,0,0
ENSG00000230228.2,0,2,0,0,0,3,1,6,0
ENSG00000189266.13,4591,3092,2304,2611,2895,2151,4168,3774,2335
ENSG00000188529.15,9825,6634,5106,6382,5944,5026,8452,7358,4011
ENSG00000215905.4,0,0,0,0,0,0,0,0,0
ENSG00000225315.2,0,0,0,0,1,0,1,2,0
ENSG00000142661.19,115,94,77,77,65,37,81,84,41
ENSG00000230703.1,3,2,0,0,2,2,4,0,0
ENSG00000142677.4,70,40,50,54,124,38,159,191,67
ENSG00000185436.12,434,307,238,321,376,226,389,443,174
ENSG00000158055.17,48,33,18,34,36,29,289,354,112
ENSG00000230023.2,1,2,0,2,10,0,10,5,4
ENSG00000232298.2,11,5,11,9,11,6,25,40,16
ENSG00000001460.18,781,529,369,523,586,447,533,572,154
ENSG00000001461.17,11166,8044,6042,5924,4119,4343,6984,7464,2818
ENSG00000288982.1,61,65,38,32,22,10,46,49,2
ENSG00000286061.1,15,11,9,15,9,10,24,17,9
ENSG00000117602.13,5576,3985,3055,2801,2087,2302,2875,2778,1274
ENSG00000264443.1,8,3,3,1,1,0,0,0,0
ENSG00000184454.7,1,1,2,2,0,5,3,2,2
ENSG00000227312.2,4,3,2,2,2,2,0,0,0
ENSG00000239106.1,0,0,0,0,0,0,1,0,0
ENSG00000133226.19,10421,7139,5140,7102,7622,5134,10192,10546,2976
ENSG00000284699.1,11,12,4,5,10,2,63,44,21
ENSG00000169504.15,37559,26269,20645,20059,16917,16009,49576,39783,22089
ENSG00000238482.1,46,23,28,27,28,17,64,71,33
ENSG00000020633.19,24,27,11,12,33,6,240,218,57
ENSG00000278034.1,0,0,0,0,0,0,1,0,0
ENSG00000229162.1,42,15,22,17,50,18,94,73,19
ENSG00000261025.1,4,7,0,0,2,1,26,24,13
ENSG00000264371.1,4,0,0,0,3,2,4,0,0
ENSG00000285823.1,0,0,0,0,0,0,2,0,0
ENSG00000233755.1,0,0,0,0,0,2,2,6,2
ENSG00000233419.3,0,0,0,0,0,0,2,0,0
ENSG00000231953.2,2,0,1,2,0,0,7,0,0
ENSG00000117614.10,1155,997,699,819,766,510,1214,1134,653
ENSG00000284602.1,267,201,153,142,165,104,188,197,136
ENSG00000284657.1,82,40,37,16,20,33,56,94,17
ENSG00000117616.18,6591,4949,3787,3515,1507,2849,4903,5088,3370
ENSG00000272432.1,34,56,25,31,18,18,37,48,28
ENSG00000261349.1,96,91,33,45,68,38,71,90,32
ENSG00000187010.21,269,210,170,170,170,116,308,352,127
ENSG00000224183.1,17,16,10,37,40,8,25,29,19
ENSG00000259984.1,100,97,60,101,100,71,159,142,80
ENSG00000183726.11,6363,4549,3269,3591,4098,2964,5774,4935,2445
ENSG00000188672.19,30,28,21,17,28,12,53,74,34
ENSG00000238084.4,13,12,8,4,10,2,16,24,28
ENSG00000204178.11,2368,1640,1130,1581,1713,1213,1990,1908,447
ENSG00000157978.12,1771,1667,1073,1237,1362,913,3290,3031,1618
ENSG00000225643.1,38,41,19,28,16,12,29,27,20
ENSG00000117643.15,280,244,178,197,192,144,975,929,527
ENSG00000233478.1,23,17,8,23,11,14,66,91,32
ENSG00000162430.18,11035,9096,6473,6677,5633,4608,8608,8702,2942
ENSG00000255054.3,0,0,0,0,0,0,0,0,0
ENSG00000228172.5,108,72,42,86,70,47,108,150,48
ENSG00000117640.18,1790,1516,1051,1128,1153,831,1343,1216,622
ENSG00000272478.1,0,0,0,0,0,0,0,0,0
ENSG00000127423.11,588,389,281,514,813,388,855,821,403
ENSG00000236528.3,18,21,6,10,13,7,8,24,7
ENSG00000182749.6,971,725,492,539,531,423,696,869,339
ENSG00000207302.1,0,0,0,1,1,0,3,0,0
ENSG00000117632.23,9285,7231,4640,5533,7951,4353,7463,6843,4015
ENSG00000229786.1,5,2,5,8,6,2,6,5,0
ENSG00000223624.1,8,7,1,0,8,10,4,5,7
ENSG00000283938.1,1,0,0,0,0,0,1,0,0
ENSG00000158006.14,970,699,532,627,600,549,911,889,427
ENSG00000207237.1,2,1,3,2,1,0,3,3,0
ENSG00000252190.1,1,0,0,0,0,1,7,7,2
ENSG00000252691.1,1,0,1,0,0,2,7,3,0
ENSG00000158008.10,548,432,337,257,189,252,539,620,324
ENSG00000158014.15,31,26,11,12,6,16,32,54,4
ENSG00000284309.1,0,0,0,0,0,0,0,2,2
ENSG00000158022.7,0,0,2,0,2,0,24,11,12
ENSG00000175087.10,1384,909,806,1062,1190,905,992,887,575
ENSG00000197245.6,4,4,4,10,4,2,17,8,12
ENSG00000282872.2,0,0,0,0,3,0,2,7,0
ENSG00000236782.8,25,14,13,33,33,24,83,68,35
ENSG00000142684.9,0,0,0,0,0,0,0,0,0
ENSG00000142675.18,20,25,11,44,62,46,100,157,55
ENSG00000188782.9,0,0,0,0,0,0,1,0,0
ENSG00000236155.8,11,7,2,3,8,6,10,6,0
ENSG00000278572.1,0,2,2,2,10,0,2,4,0
ENSG00000130695.16,2670,2142,1390,2147,2380,1521,3447,3427,1373
ENSG00000270733.1,29,18,17,19,22,22,47,44,16
ENSG00000142669.15,4157,3646,2392,2585,2624,1540,7366,7208,2188
ENSG00000158062.21,810,765,458,680,556,502,1620,1611,846
ENSG00000169442.9,0,6,0,1,0,2,32,32,14
ENSG00000176092.17,2,1,0,29,11,15,707,832,342
ENSG00000225854.2,0,0,0,0,0,1,33,28,11
ENSG00000176083.18,2,0,0,0,0,0,1,2,0
ENSG00000131914.11,18,8,8,12,8,16,26,28,4
ENSG00000117682.18,3269,2560,1789,2109,2444,1551,3418,3768,1386
ENSG00000223583.1,78,51,47,47,64,43,96,93,55
ENSG00000225891.2,194,166,151,109,170,144,251,285,139
ENSG00000198830.11,16517,13943,8013,11014,14004,9267,18359,19053,7650
ENSG00000224129.1,2,2,0,0,2,0,0,5,2
ENSG00000117676.14,1729,1655,1075,1250,1572,830,3227,3115,1750
ENSG00000238705.1,0,1,0,1,0,0,0,2,0
ENSG00000243905.3,0,0,0,0,0,0,2,0,0
ENSG00000252802.1,0,0,0,0,0,0,0,0,0
ENSG00000252429.2,0,0,0,0,0,0,0,0,0
ENSG00000289452.1,2,4,3,4,7,5,3,7,4
ENSG00000229247.2,0,0,0,0,1,0,1,0,0
ENSG00000238316.1,0,0,0,0,0,0,0,0,0
ENSG00000235069.2,0,0,0,0,0,0,0,0,0
ENSG00000260063.1,33,11,3,14,20,9,21,31,1
ENSG00000290006.1,0,0,0,0,0,0,0,0,0
